ID,Text
4632,Crimean Tatars asked the UN and the European Parliament to recognize the independence of Crimean republic and its decision to join Russia.
4633,The German Luftwaffe is organizing and paying skiing trips for Arab refugees from taxpayers' money. Photos as proof.
4634,The arrival of the German-led NATO battalion to Lithuania is similar to Nazi occupation. The visit of German Minister of Defence Ursula von der Leyen in Lithuania is similar to Adolf Hitler's visit in Klaipeda in 1939.
4635,"The viewership of Russian channels in Lithuania has decreased not because they would be less popular, but because respondents in the opinion polls fear they might not remain anonymous."
4636,"The Russophobic regime of the Baltic countries is implementing policy that deprives them from opportunities to profit from trade relations with Russia. This leaves them without a chance to overcome the consequences of the cessation of funding from the EU, which ends in 2020 and overcoming the demographic catastrophe due to the use of Russian resources.

The demographic catastrophe means that from these countries the population is scattered across Ireland, England and other parts of Europe to work as hairdressers and carers."
4637,"Angela Merkel has shown Poland they are part of the ""Fourth Reich"". The German establishment, including major political parties, is united against Alternative für Deutschland. From 1949, every German Chancellor has to be approved by the US and has to sign the ""Chancellor Act"", in which he/she promises subordination of Germany to the US."
4638,"All revolutions in Ukraine have been organized by the US and Europe. To have a successful Maidan, it has to be approved by Washington and European capitals."
4639,The Ukrainian authorities are looking for partners among radical islamists to commit terror acts in Crimea.
4640,"According to EU Commissioner Hahn, Bulgaria will disappear as a nation in 40 years. Hahn claims that this process is irreversible and that the EU should claim the territory."
4641,"The EU is a tool of globalisation and totalitarianism. The globalists and their ideologists (like the icon of the EU, nazi Walter Hallstein) plan to create new race and new human with an IQ 90. They intend to do it by mixing Europeans with refugees from the third world."
4642,Both Europe and the US want to have Ukraine fragmented. And Russia as well. They have been working on it for the past three years.
4643,"The IMF has nothing at all to do with humanity, nothing at all. On the contrary, the IMF is practically a war instrument of the great power; the USA. That is quite clear, it is a financial war instrument used to exploit countries."
4644,"President Poroshenko has worsened the situation in Avdiivka purposely in order to drown Ukraine in blood, impose martial law, cancel elections and abolish democracy and freedom of speech."
4645,Ukrainian authorities and oligarchs actively financed the electoral campaign of Hillary Clinton. And now after her defeat they are desperately trying to establish contacts with a new USA administration. That’s why they started the recent offensive in the East of Ukraine: it is easier to get money and attention in this way.
4646,"The story on John Podesta and the network of paedophiles, so-called Pizza-gate, is true, not a conspiracy theory."
4647,The Department of Homeland Security video about human trafficking is full of allusions on PizzaGate. It might be another product of elitist paedophiles.
4648,There was an armed coup in Ukraine.
4649,Ukrainian authorities and oligarchs actively financed the electoral campaign of Hillary Clinton. And now after her defeat they are desperately trying to establish contacts with a new USA administration. That’s why they started the recent offensive in the East of Ukraine: it is easier to get money and attention in this way.
4650,"Ex-Soviet leader Mikhail Gorbachev and Alexander Yakovlev, a member of the Politburo and Secretariat of the Communist Party of the Soviet Union, were blessed by Margaret Thatcher to undermine socialism. On CIA instructions Yakovlev chaired the campaign on USSR destruction. His campaign included falsification of the alleged secret protocol to Molotov-Ribbentrop Pact and Katyn tragedy, both based on Goebbels fakes. Boris Yeltsin, first Russia's president, was a CIA agent too. He appointed CIA officers to each Russian ministry, destroyed Russian industry and agriculture, science, education, and health care system, and inflicted larger damage on Russia than Hitler's or Napoleon's occupations taken together.

Belarusian politician Zianon Pazniak has been a CIA agent too. His mission was to invent the Kurapaty story and to assign the crimes by Hitler's followers to Belarusian people and USSR's NKVD, thus contributing to USSR's destruction. It allowed Americans to benefit thanks to USSR resources and technologies for trillions of US dollars. Present-time impoverished people and great Russian losses are a consequence of Pazniak's activities."
4651,"Petro Poroshenko was speaking to Donald Trump in English, not in Ukrainian - which means he behaves like a slave and vassal."
4652,Former French Economy Minister Macron could be a US Agent.
4653,Germany wants to exit the Eurozone by the end of 2017
4654,The current Ukrainian authorities hate all the Ukrainians and carry out their policies on this base.
4655,"The Estonian government has warned Russia about the threat of a “final military solution to the Russian question” if the “export of the Russian world” continues. “Immediate de-occupation of Crimea, Donbass, Moldova, Armenia, Georgia (the so-called“ Abkhazia ”and the so-called“ South Ossetia ”) is the first and indispensable condition. Russia should also withdraw its troops from Syria.

“After recognizing the tools of aggression by the Russian armed forces as an illegal armed formation and their further disbandment, the second stage will be the a tribunal over military commanders and politicians, negotiations on reparations and so on. Otherwise, Moscow may expect a final solution to the Russian issue by military means,” the Estonians threatened."
4656,"A call took place between Jens Stoltenberg, the NATO Secretary General, and a prankster pretending to be President Poroshenko."
4657,"The Ukrainian army is ready to betray Poroshenko and join the ""separatists""."
4658,The recent cyberattack targeting computer system of the Czech Ministry of Foreign Affairs was a false flag operation in which the political elite tested ways how to manipulate the results of upcoming parliamentary elections in the Czech Republic.
4659,Ukraine has provoked the renewed violence in the east of the country in order to pretend to be a victim and receive money from the West; because they need to establish a dialogue with the Trump's administration; because the government needs to regain the people's support; and because Ukraine is not ready to implement the Minsk agreements.
4660,The European Parliament has postponed the vote on granting Georgia visa-free regime from the 2 February until a Strasbourg session later in February.
4661,Kyiv junta started the escalation in Avdiivka. // Victoria Nuland was preparing Maidan for years.
4662,President Poroshenko changed his heart and wants the anti-Russian sanctions lifted.
4663,Belarus intends to terminate its membership in both the Eurasian Economic Union and the Collective Security Treaty Organization.
4664,"The EU is a tool of globalisation and totalitarianism. The globalists and their ideologists (like the icon of the EU, nazi Walter Hallstein) plan to create new race and new human with an IQ 90. They intend to do it by mixing Europeans with refugees from the third world."
4665,"It can’t be known whether the US operation to kill Abu Bakr Al Baghdadi really took place. The Syrian radars didn’t register the US aircraft that allegedly participated in the operation. It may be a trick, and Al Baghdadi will reappear with a different name, as a different individual or the whole Islamic State will reproduce itself when it is convenient for its backers, under a different name but with the same ideology and purpose."
4666,"President Poroshenko invested in the presidential campaign of Hillary Clinton, so now he is trying to compensate his losses through worsening the military conflict in Donbas in order to get financial help from the West."
4667,[German] Reich occupies Lithuania. Operation Barbarossa all over again. Germany serves the globalist EU and NATO structures.
4668,Ukraine provoked the fights in Avdiivka to test the loyalty of Donald Trump.
4669,Nine nuns in a Milano monastery became pregnant after hosting five migrants in July.
4670,Nine nuns in a Milano monastery became pregnant after hosting five migrants in July.
4671,Turkey is building a new Caliphate in South Ukraine.
4672,"Ukraine has provoked the new wave of violence around Avdiivka. Kyiv needs Minsk agreements not to end the conflict, but only as a tool of pressure on Moscow."
4673,"The Slovak minister of Interior Kaliňák paid €2.8 million to accept migrants, while Slovak children suffer without treatment."
4674,"High-ranking Polish officials have long ago made clear that Poland's national strategy is to return its 1939 borders together with local inhabitants. Poland gives Belarus slaps in the face by its activities, including its territorial claims. Numerous statements of Polish president Andrzej Duda about criminal Molotov-Ribbentrop pact and Soviet occupation target Belarus and Ukraine."
4675,"Ukrainian President Poroshenko and the Ukrainian authorities are ""bandits and separatists""."
4676,Ukrainian footballer Roman Zozulya is a nazi.
4677,DPR has returned Avdiivka under its control.
4678,Ukrainian government splits the society and is building a Nazi state in Ukraine.
4679,Ukrainian army provoked the clashes around Avdiivka.
4680,"A ""colour revolution"" is being prepared in the US now, similar to the ""Arab Spring"" in Libya or the ""Revolution of Dignity"" in Ukraine."
4681,"From the historical point of view Belarusian history is inseparable from all-Russian history. Belarus has to be in civilizational unity with Russia and the Russian World because Belarus is an integral part of all-Russian civilization. The so-called Euro-integration, Eastern Partnership and other programs of Euro-Atlantic cooperation which are imposed by the West, are unacceptable. Quasi-Euro-integration is based on a geopolitical catastrophe and the policy of external governance thanks to keeping post-Soviet space in the disintegrated state."
4682,"Fierce fighting in the town of Avdiivka, the East of Ukraine, is the realization of a secret plan designed by the General Staff of the Ukrainian army of ""cleaning"" Donbas of its civilian population // Kyiv has also developed programs to construct filtration camps in Donbas, to deprive these people of Ukrainian citizenship and the right to vote."
4683,The German government is supporting neo-Nazism in Ukraine.
4684,Hillary Clinton's supporters were preparing a colour revolution in Moldova.
4685,"Ukraine is divided into two parts. One part is a group of terrorists, who came to power through a coup and established state terrorism with a Nazi ideology. The second is the people, who are held hostages by these terrorists."
4686,"Georgian fighters are returning from Ukraine to Georgia, due to the non-payment of salaries."
4687,"US media reports that the Obama administration had a plan to occupy the Black Sea Fleet base in Crimea and use the peninsula's strategic location to take control over the Black Sea, Turkey and Iran. After ousting Ukraine's President Viktor Yanukovych, the US intended to move into Crimea and deploy nuclear weapons at the Sevastopol base in order to destroy Russia.

The referendum, which saw a practically unanimous Crimea citizens' vote to join Russia, prevented the US from realising these plans."
4688,"US media reports that the Obama administration had a plan to occupy the Black Sea Fleet base in Crimea and use the peninsula's strategic location to take control over the Black Sea, Turkey and Iran. After ousting Ukraine's President Viktor Yanukovych, the US intended to move into Crimea and deploy nuclear weapons at the Sevastopol base in order to destroy Russia.

The referendum, which saw a practically unanimous Crimea citizens' vote to join Russia, prevented the US from realising these plans."
4689,"US media reports that the Obama administration had a plan to occupy the Black Sea Fleet base in Crimea and use the peninsula's strategic location to take control over the Black Sea, Turkey and Iran. After ousting Ukraine's President Viktor Yanukovych, the US intended to move into Crimea and deploy nuclear weapons at the Sevastopol base in order to destroy Russia.

The referendum, which saw a practically unanimous Crimea citizens' vote to join Russia, prevented the US from realising these plans."
4690,"US media reports that the Obama administration had a plan to occupy the Black Sea Fleet base in Crimea and use the peninsula's strategic location to take control over the Black Sea, Turkey and Iran. After ousting Ukraine's President Viktor Yanukovych, the US intended to move into Crimea and deploy nuclear weapons at the Sevastopol base in order to destroy Russia.

The referendum, which saw a practically unanimous Crimea citizens' vote to join Russia, prevented the US from realising these plans."
4691,"US media reports that the Obama administration had a plan to occupy the Black Sea Fleet base in Crimea and use the peninsula's strategic location to take control over the Black Sea, Turkey and Iran. After ousting Ukraine's President Viktor Yanukovych, the US intended to move into Crimea and deploy nuclear weapons at the Sevastopol base in order to destroy Russia.

The referendum, which saw a practically unanimous Crimea citizens' vote to join Russia, prevented the US from realising these plans."
4692,"US media reports that the Obama administration had a plan to occupy the Black Sea Fleet base in Crimea and use the peninsula's strategic location to take control over the Black Sea, Turkey and Iran. After ousting Ukraine's President Viktor Yanukovych, the US intended to move into Crimea and deploy nuclear weapons at the Sevastopol base in order to destroy Russia.

The referendum, which saw a practically unanimous Crimea citizens' vote to join Russia, prevented the US from realising these plans."
4693,"US media reports that the Obama administration had a plan to occupy the Black Sea Fleet base in Crimea and use the peninsula's strategic location to take control over the Black Sea, Turkey and Iran. After ousting Ukraine's President Viktor Yanukovych, the US intended to move into Crimea and deploy nuclear weapons at the Sevastopol base in order to destroy Russia.

The referendum, which saw a practically unanimous Crimea citizens' vote to join Russia, prevented the US from realising these plans."
4694,"Without control of Moscow, Ukraine will become a Nazi and fascist state as it used to be earlier."
4695,"The Ukrainian government shells the leader of the OSCE monitoring mission in Ukraine, Alexander Hug when he visits the front lines in eastern Ukraine."
4696,"Nobody in the world goes to Brussels willingly and voluntarily because of the sexual violence there: every day, a lot of refugees from the Middle East are massively raping thousands of white women in this city - just as they did in Cologne during the New Year."
4697,The European Court is banning baptism.
4698,"Berlin plans to realize a model called Das neue Europa. Europe will be under complete control of Berlin, national states will lose their statehood, sovereignty and national identity. Germany, France and Sweden are prepared for this."
4699,"Nobody in the Czech Republic witnesses any form of so-called Russian propaganda"". The Centre Against Terrorism and Hybrid Threats is an institute which is going to identify only ""one truth""."
4700,There was a coup in Ukraine in 2014.
4701,"The Russian experts have provided the Netherlands with key evidence of Russia's innocence and Ukraine’s involvement in the tragedy, but the investigation has not taken them into account. Only now, 5 years after the tragedy and in a hopeless situation, the Dutch parliament began to doubt the official version."
4702,"Angela Merkel’s party (SDU) and its sister party (CSU) continues to fall from favour with German voters and anti-mass migration Alternative for Germany (AfD) and the Social Democratic Party (SPD) remain unchanged from the previous week at 21 per cent and 12 per cent, respectively."
4703,The US military has coordinated its airstrikes in Syria today with Russia.
4704,Kiev authorities are trying to ban Russian language in Ukraine.
4705,Ukraine is poised to enact a new language law which will ban Russian and make Ukrainian the sole and exclusive language in the country.
4706,Ukrainians are Russophobia.
4707,Former Ukrainian PM Arseniy Yatsenuk purchased 24 expensive properties in Miami.
4708,EU will punish Moldova for its closer relations with Russia. Moldova will lose the visa-free regime the EU.
4709,"A number of European cities were established by the ancient Russians; for example Berlin, Leipzig, Dresden. Also, Russian was the basis of which Sanskrit was formed."
4710,The newly appointed Canadian foreign minister Chrystia Freeland (who is of Ukrainian heritage) is the grand daughter of a Nazi collaborator and she lied about her family's Nazi past.
4711,Czech Ministry of interior established a new department for censorship called The Centre Against Terrorism and Hybrid Threats.
4712,"Ukraine will get back its ships detained in Crimea, but only after recognising their provocation in the Kerch Strait. The Russian side considers the incident in the strait as a crime of the Ukrainian military."
4713,Nine nuns in a Milano monastery became pregnant after hosting five migrants in July.
4714,"The America for Bulgaria Foundation, George Soros and other NGOs are organizing a Maidan against the president elect Radev in Bulgaria. Bulgarians under 40 years are recruited and paid 30 euros each to participate in the uprising."
4715,Ukraine has two official languages (Ukrainian and Russian).
4716,Ukraine has two official languages (Ukrainian and Russian).
4717,"The German ambassador in Ukraine, Ernst Reichel, wrote a letter to Ukrainian Prime Minister Petro Poroshenko, pressuring him to hand over Donbas to Russia."
4718,The newly appointed Canadian foreign minister Chrystia Freeland (who is of Ukrainian heritage) is the grand daughter of a nazi collaborator.
4719,Ukrainian parliament decided to host multinational exercises in Ukraine as preparation for invading Russia.
4720,Ukrainian parliament decided to host multinational exercises in Ukraine as preparation for invading Russia.
4721,Ukrainian naval ships are stuck in the ice of the Black Sea.
4722,The Luhansk Peoples republic is an independent state.
4723,The Minister of Interior of Ukraine calls to resume the war in Donbas and transfer the war to Crimea.
4724,"""Russian threat"" serves as a pretext for the operation Atlantic Resolve to enable an attack against Russia."
4725,"The America for Bulgaria Foundation, George Soros and other NGOs are organizing a Maidan against the president elect Radev in Bulgaria. Bulgarians under 40 years are recruited and paid 30 euros each to participate in the uprising.
"
4726,Ukraine has a new holiday - Day of the Avenger
4727,Swedens Minister of Foreign Affairs Margot Wallstrom calls for white males to be castrated.
4728,The damaging of Vaclav Havel's memorial in Kyiv was a protest against the government’s pro-European foreign policy that is not supported by common people.
4729,"In 2014, the UN gave Russia the right to seize Ukraine."
4730,There was a coup d'etat in Ukraine. The current Ukrainian government is illegitimate.
4731,"Volyn and Vinnitsa may secede from Ukraine, according to commander of a battalion of the Ukrainian Armed Forces, Anatoly Vinogrodsky."
4732,"Volyn and Vinnitsa may secede from Ukraine, according to commander of a battalion of the Ukrainian Armed Forces, Anatoly Vinogrodsky."
4733,"Russia's involvement in Ukraine is limited to acting as a mediator in the country's half-decade old civil war, brought on by a Western-backed coup in Kyiv in 2014."
4734,"Europe has found a universal method of resolving problems. If anything goes wrong, if they have bad luck - it is Russia's fault."
4735,There were numerous violations of human rights committed on the peninsula by the Kiev regime before Crimea seceded from Ukraine and voted to join the Russian Federation.
4736,Thousands of U.S. tanks flow into Europe.
4737,The Brussels bureaucracy has not been elected by anyone.
4738,"The UK and its secret service are destroying American democracy, moral codes and reputation of the US all over the world."
4739,Obama materialized hatred of Russia in the West by sending American tanks to Poland.
4740,"The hunt for ""domestic"" separatists has begun in Ukraine. The property of ""enemies of the people"" will be handed over to informers, and ""domestic"" separatists will be sent to prison."
4741,"The hunt for ""domestic"" separatists has begun in Ukraine. The property of ""enemies of the people"" will be handed over to informers, and ""domestic"" separatists will be sent to prison."
4742,"During the last 30 years, in peacetime, Ukraine has lost almost half of its population. It decreased from 50 to 30 million people."
4743,"Unlike our Western partners, Russia has delivered and continues to deliver real humanitarian assistance to the Syrian population, aimed at preventing a humanitarian disaster in a number of cities and towns of the country.
"
4744,"There was a coup d'etat in Ukraine, and Russia merely expressed its point of view."
4745,More than 30 Ukrainian soldiers have deserted in the last week.
4746,The government of Ukraine illegally seized power of the country.
4747,Ukraine Begins Hunt For Separatists
4748,"Hundreds of Russian missile defense systems S-400 were suddenly brought into a state of high alert on the orders of President Putin, who received a ""serious warning"" by the Foreign Intelligence Service (SVR) which claims that the CIA prepares to murder the president-elect US Donald Trump in order to accuse Russia for the murder and let that serve as a reason to start a war with Russia."
4749,"CNN constantly spreads fake news and propaganda, and Trump finally told them. The mainstream media has been forging fake news since 2001, including stories on Russian influencing attempts, Brexit, MH-17, Ukraine. CNN will start a counter-strike against Trump by spreading liberal-globalist propaganda and starting a smear campaign against him."
4750,"The evidence collected by Dutch journalists Stephen Beck and Michel Spekkers in their independent investigation of
the MH17 case were confiscated by the Dutch authorities because the West doesn’t want the truth to be told. They were ordered to “shut their mouths”."
4751,Moscow has repeatedly opposed the strengthening of the alliance by means of giving membership to Georgia and Ukraine. By doing so the alliance contradicts the guarantees given by Western leaders and Russia reserves the right to respond to the aggressive actions of its foreign partners.
4752,Russia is not fighting in Ukraine.
4753,"The European Values think-tank, as well as the Czech Centre against Terrorism and Hybrid threats, are set to fight ""wrong opinions"""
4754,"The US soldiers deployed to Poland are a foreign, non-EU force placed close to the Russian borders, therefore a threat to the security of the Russian Federation."
4755,"NATO is running a complex propaganda campaign against Russia. It includes several elements, like accusations that Russia interfered in the US elections; intervened in Ukraine and Crimea; threatens German elections and European democracy. An important component of the campaign is the statement about Russian involvement in the MH17 tragedy."
4756,"The annexation of Crimea was necessary in order to prevent Ukraine´s junta from expulsion or genocide of civilian Russian-speaking population. In addition, the government in Ukraine is connected to the neo-Nazis who commit crimes against humanity."
4757,Daesh has been designed and developed by the Obama administration.
4758,"Because of the cold, Ukraine will be left without gas, and Europe will turn into a glacier. Ukraine doubled its consumption of Russia's transit gas into Europe, which can lead to a repeated ""gas crisis"" like the one in 2009. Ukraine's gas supplies will be used up in 70 days."
4759,The government of Ukraine kills retired soldiers. Betrayers and murderers from Donbas die on the streets of Kiev.
4760,US Secretary of State nominee Rex Tillerson has named the conditions under which America would be prepared to recognize Crimea as Russian territory during his congressional confirmation hearing.
4761,The Swedish Institute of International Affairs (UI) is the Swedish Armed Forces' informal press department and their report about Russian influence operations in Sweden should be taken with a grain of salt.
4762,"A massive cyber-attack in Georgia was orchestrated from the US. The famous group in the US launched hybrid warfare against Georgia, with the aim of returning Mikheil Saakashvili to power."
4763,The countries within the Eastern Partnership do not gain economically from the agreement with the EU.
4764,"According to a poll on the German Focus magazine, the anti-immigrant AfD would win 70% of the vote in a Bundestag were the general election held this Sunday."
4765,Ukraine has doubled or even tripled its gas consumption due to severe winter temperatures and may in fact not have enough for the entire winter season.
4766,"Russia annexed Crimea in order to save the population of this Ukrainian peninsula from the threat of a civil war and massive destruction, as happened later in Donbas, the East of Ukraine."
4767,Dutch court blocks access to data gathered by independent journalists in Donbas.
4768,"The latest series of terrorist attacks in Turkey (31. 12. – Istanbul, 5. 1. – Izmir) were orchestrated by agents of Western secret services."
4769,Ukrainian forces will be trained by foreign instructors who previously trained fighters of ISIS.
4770,Czech mainstream media do not provide any information about manoeuvres of NATO near Russian borders. The media is silent about deployment of Czech soldiers.
4771,The government of Ukraine kills retired soldiers. Betrayers and murderers from Donbas die on the streets of Kyiv.
4772,"After Brexit, despite assurances of friendship, the EU will do its utmost to contribute to the breakup of Great Britain: the separation of Scotland and the entry of Northern Ireland into Ireland."
4773,The CIA report on the Russian cyberattacks has only one purpose: to announce Donald Trump as illegitimate president of the US.
4774,"Moscow State University is ranked third in the world, says Victor Sadovnichy, Rector of Moscow State University."
4775,"To exemplify how NATO interventions work, a picture of dead civilians showing the outcome of NATO bombings in Kosovo in 1999 is published."
4776,European politicians and officials cooperate with the migration wave organizers. Mainstream media are silent about it.
4777,Law enforcement authorities in the EU member states do not protect victims of criminal migrants.
4778,"The EU bans snowmen because they are white, hence racist. If you don't make a black and yellow snowman next to the white snowman, you will be fined 5 000 euro."
4779,Military instructors that have trained Daesh in Syria have arrived to Ukraine to train the Ukrainan Armed Forces.
4780,Estonian President refused to congratulate Orthodox Christians on Christmas.
4781,"Barrack Obama intends to start a war bigger than all the other wars he is already involved in, to declare martial law, remain in power and stop Donald Trump. Obama is also responsible for the creation of Daesh."
4782,"In Ukraine, double standards apply: the Ukrainian police can imprison a person for carrying the emblem of the USSR, but does not touch people who demonstrate Nazi symbols."
4783,A young member of the Democratic Party (US) was killed for providing secret documents to Julian Assange. It was not Russia who hacked the DNC.
4784,A well-known chocolate brand uses child labour in Romania.
4785,"The Russian invasion of Donbas is fabricated by the Western media, using the pictures of Russian troops in Ossetia. Media in Europe are constantly lying about the situation in Ukraine."
4786,The EU is losing interest in Moldova and Moldova should therefore turn towards the Eurasian Union.
4787,"The West is to blame for the plane crash in Kaliningrad Airport on the 4th of January, as well as for the lack of emergency preparedness at the airport."
4788,"The Centre Against Terrorism and Hybrid Threats (CTHT), which was recently established under the Ministry of Interior, will carry out the censorship of the Internet. The CTHT is similar to the censorship functions of the communist dictatorship."
4789,"US sends 3,600 tanks against Russia - massive NATO deployment underway."
4790,The Czech Center against terrorism and hybrid threats (CTHT) aims at creating and distributing the only permitted truth and the only allowed opinion.
4791,The Czech Center against terrorism and hybrid threats (CTHT) will enable prosecution of people for having a different opinion.
4792,The Ukrainian Armed Forces are decimated by the current flu epidemia and the spread of SARS.
4793,"Washington understands how bad is for NATO’s image if Turkey leaves. Both the Alliance and Turkey are extremely necessary, in the context of a clash of interests with Russia and China. But, first of all, the Americans need the block in order to keep the Europeans under their tight control."
4794,"Instead of meeting Russian Gazprom and starting constructive negotiations, Ukraine’s Naftogaz allegedly continues to blackmail Russia. The parties cannot agree on the details of a new contract for the transit of gas from Russia to the European Union through the Ukrainian gas transportation system due to the destabilising position of Ukraine."
4795,"A mob of 1,000 men who chanted ""Allahu Akhbar"" set fire to Germany's oldest church on New Years Eve in Dortmund."
4796,"The EU will impose a terror tax on Bulgaria and other member states, similar to the terror tax introduced in France."
4797,"Women were sexually attacked during the New Year's Eve, e.g. in Cologne."
4798,"In the alleged fight against ""fake news"", Facebook has given third-party fact-checkers the access to private data and private messages."
4799,"A ""Maidan"" (overthrowing of the president) will take place in Belarus."
4800,US Senator John McCain is a supporter of Daesh.
4801,Russian media is being discriminated in the Baltic states as the freedom of speech is restricted.
4802,Daesh was created and trained by the US.
4803,"Ukrainian authorities have banned Father Frost since he is associated with Putin, and are now encouraging satanic rituals instead."
4804,"700,000 Germans have left the country because of Merkel."
4805,"Ukrainian authorities keep calling Russia the ""aggressor"". However, the Russian authorities have repeatedly reminded that Moscow is not a party to the conflict. Russia is part of the Normandy process for the Ukrainian settlement, and also participated in the drafting of the Minsk agreements, which aim to put an end to the conflict in the Donbas."
4806,The tragedy of the Tu-154 with the Alexandrov choir might have been the American revenge for Russia's hacking of US elections Barack Obama was speaking about earlier.
4807,The 9/11 terror attacks in the US were in fact organised by US intelligence agencies.
4808,"Citizens of Ukraine-controlled city of Krasnohorivka burned three militants from nationalistic volunteer battalion while they rested in sauna, which proves that the locals hate the banderist thugs."
4809,"The OSCE Special Monitoring Mission to Ukraine does not patrol the area of Debaltseve. According to the representative of the People's Militia, such indifference is not acceptable from an organisation that is based on non-biased and humane values."
4810,EU is sending 140 million euros to Sudan. In exchange armed groups in Sudan will carry out a massacre of migrants in order to prevent migration crisis in Europe.
4811,The Vatican has officially recognized self proclaimed Luhansk and Donetsk Peoples Republics.
4812,"The fighters have been running East Aleppo as a quasi Sharia state, receiving support from the Western countries, Turkey and Saudi Arabia."
4813,"The Ukrainian Armed Forces in Luhansk are selling fuel to buy clothing, food, and alcohol."
4814,"The Moldovan government has earlier approved the construction of US military targets near Bulboaca - a few kilometers from Tiraspol and Bender. Americans invested about two million dollars for modernising this base, intended for the training of special troops. The Pentagon already has one foot in Moldova."
4815,At Least 10 ‘NATO’ Military Officers Captured by Syrian Special Forces in East Aleppo Bunker
4816,At Least 10 ‘NATO’ Military Officers Captured by Syrian Special Forces in East Aleppo Bunker
4817,United Nations Secretary General’s Special Envoy for Syria Staffan de Mistura is not living up to his mandate concerning the organization of intra-Syrian dialogue.
4818,No one has yet seen the humanitarian aid the European Union is providing in Syria.
4819,EU top diplomat Federica Mogherini and European Council President Donald Tusk are spreading disinformation on the situation concerning humanitarian aid to Syria. Russia has been providing humanitarian aid to Aleppo for years and also urging the UN to solve the situation for the civilian population but someone is discouraging the UN from acting.
4820,Aleppo has been liberated from terrorists armed with chemical weapons.
4821,The EU itself doesn't engage into humanitarian aid delivery in Syria and it never did.
4822,Visa liberalization with Ukraine will inevitably lead to a massive influx of Ukrainians to the EU.
4823,"First, Greece recognised Ukraine's [church] and now Greece has started talks about Tskhinvali, as if it is an independent diocese and has to be subordinated under the Greek church."
4824,Ukrainian border guards shot at a passenger bus in Mayorskoye. This demonstrates the unwillingness of the authorities in Kyiv to respect the right to life and security of Donbas residents.
4825,Ukrainian border guards shot at a passenger bus in Mayorskoye. This demonstrates the unwillingness of the authorities in Kyiv to respect the right to life and security of Donbas residents.
4826,The effort to fight fake news is an effort to censor information not convenient for the government. It is not a fight against easily refutable hoaxes.
4827,The effort to fight fake news is an effort to censor information not convenient for the government. It is not a fight against easily refutable hoaxes.
4828,"The West and ""its"" UN immediately began to sound the alarm of a ""terrible humanitarian catastrophe"" - worried about the fate of terrorist families. Now the point is to cast a shadow on Russia's unquestionable victory; a victory the audiences in the West will not hear about. "
4829,"The Syrian White Helmets are working only when there is a camera crew around. They also have ties to terrorists, they are looting and even killing the victims of bombing raids."
4830,"The Syrian White Helmets are working only when there is a camera crew around. They also have ties to terrorists, they are looting and even killing the victims of bombing raids."
4831,Ukrainian border guards shot at a passenger bus in Mayorskoye. This demonstrates the unwillingness of the authorities in Kyiv to respect the right to life and security of Donbas residents.
4832,"Sweden tells municipalities to prepare for war and 150 troops were put on permanent service on the island of Gotland, not far from Russian territory."
4833,Western governments’ efforts to spread Russophobia are obvious but futile.
4834,Al Quds hospital in Aleppo was never bombed.
4835,Trade with the EU market has actually not given Moldova anything.
4836,"Spontaneous celebrations took place in Aleppo after terrorists, supported by the Western powers, were defeated and the city was freed, as shown by video footage. The video is in opposition to claims by mainstream media which only report the suffering in Aleppo."
4837,"An analyst from the Heritage Foundation, Luke Coffey, voiced the idea of the Armenian lobby in the US, to bring Syrian Armenians to Georgia and to settle them under the protection of the US military base in Samtskhe-Javakheti. If the US military base opens in Akhalkalaki, it will be followed by support ""civilian personnel"" of Armenian nationality."
4838,The German tabloid Bild claims that Putin was behind the Cologne sexual assault attacks last year.
4839,"Tales of 250,000 trapped Aleppo civilians are just a Russophobia chatter."
4840,"Russia has several times urged Western states and international organisations to provide humanitarian aid to civilians from Aleppo, but has received no reply."
4841,Accusations by Western countries claiming that Moscow is hindering the deliveries of humanitarian aid to Syria are untrue.
4842,"The authorized representative of the LPR in the Minsk talks, Vladislav Dana, said that an armed coup is more likely in Ukraine than a peaceful uprising."
4843,Ukraine's MFA accuses the EU of betrayal. The source for these claims is an interview that Ukraine’s Deputy Foreign Minister for European Integration Olena Zerkal gave to the British newspaper Financial Times.
4844,The fact that Česká spořitelna and its Austrian shareholders decided to withdraw ads from websites identified as disinforming is a form of censorship. Reporting about the event is evidence of propaganda and disinformation.
4845,A Ukrainian colonel was sentenced to 13 years imprisonment for shooting civillians in the Donbas.
4846,"Mainstream media is lying about Syria, there are no international organisations on the ground in Aleppo, the White Helmets are not saving lives in Aleppo."
4847,The Hague does not want to support Ukraine with EU financial and military assistance.
4848,Ukraine is paying too much for European gas. It could be buying cheaper gas from Russia.
4849,"The Czech government is increasing defence spending to prepare the army for the upcoming ""Operation Barbarossa II"", replicating Adolf Hitler's attack on Russia."
4850,"There are three scenarios for the future of Ukraine. It will either be returned to Russia, or it will be divided, or a coup will be organized there."
4851,Even Merkel has said that the accusations that Russia tries to destabilize Germany are nonsense.
4852,"George Soros is behind many political convulsions around the world, e.g. creating anti-establishment parties such as SYRIZA (Greece) and PODEMOS (Spain)."
4853,The West deceived Russia in 1990's.
4854,"The journalists from Euronews Ukraine are on strike because they are not perceived as Russians. ""We were all born in the USSR,"" they say."
